Amanda Lewis,1.71,50,female
Kimberly Green,1.59,108,female
Steven Perez,1.5,94,male
Amanda Scott,1.86,59,female
Andrew Perez,1.72,93,male
Kimberly Perez,1.8,87,female
James Hernandez,1.62,59,male
Michael Smith,1.94,97,male
Lisa Gonzalez,1.73,50,female
Carol Adams,1.85,46,female
Emily Gonzalez,1.77,83,female
George Carter,1.62,87,male
Deborah Taylor,1.68,47,female
Joshua Thompson,1.56,92,male
David Brown,1.83,92,male
Paul Mitchell,1.67,106,male
Mary Green,1.67,97,female
Christopher Jones,1.76,57,male
Brian Martin,1.59,85,male
Joseph Martinez,1.59,109,male
Carol White,1.64,70,female
David Clark,1.93,56,male
Deborah Martinez,1.83,57,female
Michelle Campbell,1.64,88,female
Daniel Wilson,1.66,85,male
Donna Gonzalez,1.61,61,female
Matthew Lewis,1.85,92,male
Linda Lee,1.7,74,female
Elizabeth Garcia,1.7,63,female
Elizabeth Gonzalez,1.79,90,female
William Anderson,1.71,50,male
Christopher Sanchez,1.88,85,male
Kenneth Hernandez,1.64,62,male
Michelle Robinson,1.76,81,female
Richard Sanchez,1.92,98,male
John Adams,1.61,57,male
Linda Martin,1.51,65,female
Emily Jackson,1.53,98,female
Edward Thomas,1.84,85,male
Thomas Martinez,1.59,86,male
Kimberly Martinez,1.75,46,female
Jennifer Robinson,1.85,103,female
Christopher Baker,1.71,80,male
Michael Mitchell,1.82,76,male
Paul Smith,1.51,106,male
Sarah Taylor,1.72,85,female
David Young,1.76,49,male
Jessica Harris,1.54,64,female
Anthony Smith,1.56,58,male
Kevin Baker,1.78,64,male
Nancy Jones,1.61,60,female
Kimberly Ramirez,1.62,49,female
Donald King,1.88,107,male
Sarah Allen,1.83,69,female
Sandra Lee,1.76,57,female
James Martin,1.79,46,male
Jennifer Hernandez,1.79,46,female
Deborah Green,1.85,72,female
Sandra Harris,1.86,101,female
Jessica Thompson,1.74,98,female
Joshua White,1.6,55,male
Edward Jones,1.58,64,male
Charles Hernandez,1.77,54,male
Donna Perez,1.63,64,female
Amanda Moore,1.85,90,female
Emily Lewis,1.69,65,female
Margaret Johnson,1.81,107,female
Linda White,1.73,48,female
Joshua Mitchell,1.8,56,male
George Baker,1.87,53,male
Elizabeth Wilson,1.64,93,female
Joshua Lopez,1.61,55,male
Deborah Thomas,1.74,71,female
Jennifer Garcia,1.83,62,female
Kevin Nguyen,1.72,95,male
Kimberly White,1.57,85,female
Joseph Hill,1.81,109,male
Michael Brown,1.8,84,male
George Garcia,1.65,54,male
Melissa Mitchell,1.74,69,female
Daniel Rivera,1.87,62,male
Barbara Martin,1.92,92,female
Karen Martin,1.53,70,female
Charles Gonzalez,1.72,88,male
George Torres,1.6,48,male
Amanda Walker,1.53,45,female
Donna Walker,1.53,104,female
Elizabeth White,1.9,49,female
Thomas King,1.82,74,male
Mark Perez,1.64,90,male
Edward Thompson,1.86,63,male
Emily Brown,1.91,94,female
Deborah Flores,1.88,45,female
John Mitchell,1.89,59,male
Joseph Thompson,1.78,71,male
Linda Johnson,1.79,67,female
Dorothy Nelson,1.82,85,female
Karen Adams,1.79,108,female
James Torres,1.84,109,male
Donna Lewis,1.6,52,female
Donna Jones,1.57,102,female
Anthony Scott,1.68,88,male
Joshua Rodriguez,1.76,63,male
Susan Davis,1.88,45,female
Lisa Ramirez,1.92,97,female
Andrew Martinez,1.84,100,male
Edward Anderson,1.63,97,male
George Scott,1.67,87,male
Emily Ramirez,1.69,107,female
Donald Nguyen,1.9,75,male
Carol Jones,1.93,102,female
Ashley Harris,1.68,68,female
Patricia Martinez,1.6,47,female
Lisa Anderson,1.7,81,female
Thomas Young,1.62,82,male
Emily Perez,1.87,47,female
Christopher Nelson,1.7,70,male
Elizabeth Perez,1.64,97,female
Charles Hernandez,1.66,77,male
Sandra Scott,1.76,47,female
Kimberly Thomas,1.7,47,female
Amanda Gonzalez,1.9,107,female
Joshua Green,1.6,56,male
Margaret Anderson,1.81,46,female
Patricia Nelson,1.75,79,female
Joseph Nelson,1.94,101,male
Lisa Allen,1.52,61,female
Michael Allen,1.62,72,male
Paul Moore,1.51,67,male
Brian King,1.73,109,male
Kenneth Adams,1.87,46,male
Carol Scott,1.77,59,female
Patricia Clark,1.58,106,female
James Lee,1.88,50,male
Carol White,1.7,85,female
George Jones,1.66,51,male
Donald Mitchell,1.5,72,male
John Mitchell,1.69,62,male
William Thompson,1.54,79,male
Sarah Rivera,1.85,59,female
William Young,1.75,47,male
Thomas Perez,1.85,72,male
Barbara Adams,1.69,103,female
Jennifer Carter,1.84,67,female
Lisa Hall,1.52,96,female
Betty Taylor,1.75,109,female
James Allen,1.69,105,male
Betty Garcia,1.77,54,female
Melissa Thomas,1.74,63,female
Thomas King,1.82,47,male
Emily Taylor,1.78,60,female
Matthew Walker,1.8,99,male
Charles Campbell,1.92,58,male
Sandra Smith,1.77,65,female
Joshua Johnson,1.62,83,male
Jennifer Hernandez,1.84,63,female
Michael Robinson,1.52,106,male
Betty Martinez,1.72,88,female
Kevin Ramirez,1.91,49,male
Kevin Nguyen,1.87,59,male
Melissa Torres,1.71,100,female
Lisa Wright,1.57,80,female
Michelle Lee,1.91,57,female
Amanda Lopez,1.75,108,female
William Williams,1.87,66,male
Christopher Brown,1.5,62,male
Joseph Jones,1.59,53,male
William Thompson,1.71,53,male
Ashley Thomas,1.65,69,female
Charles Thomas,1.89,94,male
Brian Roberts,1.78,98,male
Donna Miller,1.55,92,female
George Jones,1.64,87,male
Dorothy Green,1.55,60,female
Kenneth Lewis,1.55,92,male
David Green,1.54,72,male
Kimberly Walker,1.51,94,female
Daniel Young,1.62,63,male
Robert Gonzalez,1.86,100,male
Michael Young,1.5,67,male
Joseph Miller,1.76,86,male
Charles Harris,1.77,94,male
Thomas Miller,1.86,80,male
Linda Davis,1.69,74,female
Carol Harris,1.77,83,female
Charles Ramirez,1.63,82,male
Charles Wilson,1.72,88,male
Dorothy Harris,1.87,74,female
Mary Nguyen,1.51,64,female
Betty Thompson,1.81,106,female
Robert Rodriguez,1.66,108,male
Elizabeth Thomas,1.75,59,female
Richard White,1.65,84,male
Joshua Thompson,1.74,46,male
Michelle Garcia,1.65,48,female
Michael Nguyen,1.76,45,male
Donald Smith,1.87,50,male
Amanda Martin,1.5,47,female
Joshua Davis,1.85,69,male
Carol Wright,1.94,67,female
Dorothy Harris,1.58,64,female
Paul Johnson,1.71,53,male
Betty Hill,1.75,88,female
Donald Nelson,1.62,64,male
Thomas Walker,1.71,67,male
Linda Roberts,1.8,57,female
Kimberly Garcia,1.83,54,female
Donald Rivera,1.52,78,male
Amanda Miller,1.88,81,female
Michael Garcia,1.5,47,male
Matthew Roberts,1.73,56,male
Jessica Thompson,1.57,87,female
Joshua Walker,1.69,74,male
Amanda Rodriguez,1.64,76,female
Susan Clark,1.82,98,female
Edward Clark,1.81,108,male
Paul Flores,1.79,54,male
Sandra Ramirez,1.82,59,female
George Mitchell,1.52,104,male
Dorothy Lewis,1.83,103,female
Susan Robinson,1.67,57,female
Charles Walker,1.58,88,male
Melissa Mitchell,1.75,103,female
Robert Davis,1.84,47,male
David Moore,1.62,107,male
Joseph Jackson,1.94,48,male
Donald Campbell,1.85,96,male
Richard Jackson,1.54,74,male
Linda White,1.79,53,female
Kimberly Wilson,1.72,72,female
Linda Carter,1.74,99,female
Margaret Hill,1.72,50,female
Betty Rivera,1.9,55,female
Ashley Adams,1.93,74,female
Melissa Thomas,1.93,92,female
Barbara Brown,1.84,89,female
Michael Martin,1.8,66,male
Linda Wright,1.71,97,female
Mary Nguyen,1.6,62,female
William Jackson,1.73,63,male
George Thomas,1.53,92,male
Brian Sanchez,1.72,95,male
Kenneth Adams,1.58,88,male
Patricia Thomas,1.83,82,female
Susan Harris,1.53,91,female
Thomas Nelson,1.68,77,male
Sandra Scott,1.69,67,female
Mary Hernandez,1.74,91,female
Michael Perez,1.82,80,male
Nancy Lewis,1.64,69,female
Andrew Robinson,1.89,73,male
Mary Wilson,1.51,88,female
Sandra Jones,1.51,59,female
Betty Moore,1.83,77,female
Donald Robinson,1.86,105,male
Lisa Miller,1.77,101,female
Kevin Davis,1.84,107,male
Michael Robinson,1.94,74,male
Robert Miller,1.63,94,male
Nancy Hernandez,1.61,50,female
Sarah Ramirez,1.91,71,female
Ashley Miller,1.51,61,female
James Mitchell,1.52,92,male
Margaret King,1.63,53,female
Barbara Harris,1.73,48,female
Melissa Allen,1.79,72,female
Emily Ramirez,1.52,65,female
William Lee,1.52,57,male
Sandra Wilson,1.8,105,female
Richard Lewis,1.81,82,male
Edward Smith,1.64,74,male
Jennifer Martinez,1.66,53,female
William Harris,1.8,93,male
Mary Adams,1.52,71,female
Barbara Jackson,1.64,53,female
Lisa Walker,1.51,45,female
Barbara Harris,1.66,96,female
Jennifer Martin,1.74,51,female
Sarah Hill,1.81,75,female
Michael Carter,1.67,52,male
Charles Hill,1.81,50,male
Kimberly Young,1.92,70,female
Deborah Green,1.6,86,female
Ashley Adams,1.59,70,female
Sarah Ramirez,1.66,76,female
Kimberly Brown,1.8,57,female
James Harris,1.77,103,male
Steven Martinez,1.82,74,male
Margaret Brown,1.7,50,female
Sandra Rivera,1.57,48,female
Susan Williams,1.51,109,female
Kevin Rivera,1.58,86,male
Donna Anderson,1.62,68,female
Karen Rodriguez,1.78,86,female
William Flores,1.66,105,male
Carol Carter,1.93,92,female
Brian Lewis,1.78,49,male
Carol Ramirez,1.74,92,female
Nancy Jackson,1.79,45,female
Mark Garcia,1.58,88,male
Emily Nelson,1.53,46,female
Michael Ramirez,1.84,54,male
Dorothy Garcia,1.5,45,female
Donald Harris,1.6,61,male
Betty Carter,1.65,67,female
John Davis,1.56,52,male
Michael Lee,1.69,52,male
Ashley Wright,1.75,85,female
Robert Young,1.85,93,male
Anthony Rivera,1.94,81,male
Donna Mitchell,1.9,92,female
Paul Lopez,1.57,98,male
John Garcia,1.76,87,male
William Hall,1.76,99,male
Thomas Scott,1.51,97,male
Ashley Mitchell,1.82,75,female
Patricia Gonzalez,1.91,82,female
Edward Young,1.92,77,male
Brian Thompson,1.58,55,male
Thomas Wright,1.69,81,male
Kenneth Jones,1.67,51,male
Richard Garcia,1.53,102,male
Patricia Nelson,1.89,80,female
Robert Mitchell,1.91,60,male
Robert Rivera,1.76,85,male
Karen Ramirez,1.94,72,female
Donald Thompson,1.74,47,male
Charles White,1.55,104,male
William Nelson,1.9,54,male
Karen Mitchell,1.78,57,female
Matthew Wright,1.88,50,male
Kenneth Hernandez,1.86,66,male
Linda Scott,1.9,93,female
Karen Clark,1.81,94,female
Michelle Hall,1.6,78,female
Elizabeth Thomas,1.72,87,female
Deborah Scott,1.83,62,female
Nancy Garcia,1.93,72,female
Barbara Clark,1.68,68,female
Lisa Clark,1.91,100,female
Elizabeth Anderson,1.77,69,female
Jennifer Ramirez,1.64,64,female
Michelle Allen,1.82,49,female
Richard Taylor,1.62,51,male
Kenneth King,1.78,105,male
George Clark,1.91,72,male
Margaret Garcia,1.81,66,female
Jessica Hernandez,1.71,66,female
Mary Thompson,1.85,66,female
Paul Williams,1.66,89,male
Amanda Green,1.67,45,female
Thomas Martin,1.56,65,male
Donald Martinez,1.54,99,male
Carol Clark,1.62,60,female
Margaret Scott,1.57,71,female
Ashley Lopez,1.61,57,female
Amanda Johnson,1.91,93,female
Margaret Lewis,1.57,101,female
Richard Garcia,1.51,102,male
Christopher Wilson,1.57,47,male
Deborah White,1.82,94,female
Mark Johnson,1.8,85,male
Margaret Flores,1.86,108,female
Jessica Wilson,1.6,46,female
Donald Nguyen,1.79,102,male
Daniel Harris,1.86,108,male
Sarah Harris,1.75,88,female
William Ramirez,1.53,97,male
Barbara Thomas,1.79,56,female
Joshua Moore,1.9,108,male
Ashley Thomas,1.7,99,female
George Scott,1.93,50,male
Patricia Anderson,1.89,68,female
John Scott,1.55,58,male
Melissa Clark,1.63,107,female
Richard Lopez,1.51,75,male
John Allen,1.78,65,male
Michelle Adams,1.86,94,female
Anthony Rivera,1.81,79,male
Sarah Johnson,1.66,52,female
Kevin Flores,1.77,84,male
Linda Harris,1.66,72,female
Joseph Walker,1.77,53,male
Barbara Scott,1.58,106,female
Sandra Wright,1.94,62,female
Emily Jackson,1.67,85,female
Christopher White,1.66,77,male
Barbara Garcia,1.66,77,female
Nancy Roberts,1.58,45,female
Michael Jones,1.88,63,male
Joshua Johnson,1.78,88,male
Kevin Nelson,1.55,68,male
Richard Martin,1.71,52,male
Nancy Nguyen,1.74,83,female
Karen Johnson,1.52,51,female
Michael Allen,1.63,49,male
Sarah Martin,1.62,94,female
Thomas White,1.55,64,male
William Flores,1.89,56,male
Karen Allen,1.72,54,female
Donna Taylor,1.87,91,female
Mary Moore,1.73,60,female
Thomas Robinson,1.53,58,male
Carol Garcia,1.59,106,female
Dorothy Nelson,1.54,89,female
Lisa Lee,1.65,74,female
Edward Sanchez,1.73,45,male
Robert Davis,1.59,98,male
Richard Jackson,1.82,74,male
Matthew Hernandez,1.65,49,male
Thomas White,1.93,82,male
Betty Lewis,1.5,78,female
David Thompson,1.55,46,male
Melissa Perez,1.88,98,female
Charles Scott,1.56,108,male
Carol Williams,1.52,109,female
Karen Thompson,1.87,96,female
Linda Thompson,1.67,106,female
Kimberly Thompson,1.64,54,female
Edward Hall,1.71,56,male
Elizabeth Rodriguez,1.52,103,female
Melissa Johnson,1.53,87,female
Steven Roberts,1.82,61,male
Paul Johnson,1.8,102,male
Daniel Rodriguez,1.59,103,male
Joshua Allen,1.66,88,male
Christopher Williams,1.68,59,male
Joshua White,1.62,84,male
Jessica Nelson,1.8,50,female
Lisa King,1.82,65,female
Carol Hall,1.68,54,female
Deborah Allen,1.82,59,female
David Lewis,1.73,69,male
Linda Hill,1.91,67,female
Mary Martinez,1.64,85,female
Mary Lopez,1.82,79,female
Brian Walker,1.56,98,male
Karen Scott,1.76,50,female
Jessica Nelson,1.64,58,female
Kevin Adams,1.63,50,male
Anthony Jones,1.9,96,male
Steven Davis,1.53,94,male
Thomas Ramirez,1.65,51,male
Sandra Moore,1.89,66,female
Michael Adams,1.68,101,male
George Rodriguez,1.76,72,male
Melissa Brown,1.64,51,female
Matthew Jackson,1.73,58,male
Melissa Garcia,1.52,107,female
Kimberly Rivera,1.78,102,female
Mary Rodriguez,1.66,61,female
Betty Rodriguez,1.91,51,female
Lisa Robinson,1.52,65,female
Mark Williams,1.78,107,male
Joshua Lewis,1.62,73,male
William Wilson,1.84,45,male
Richard King,1.71,54,male
Sarah Smith,1.61,57,female
Mary Lopez,1.86,48,female
Linda Walker,1.82,51,female
John Smith,1.91,105,male
Lisa Rivera,1.69,51,female
Deborah Johnson,1.73,89,female
Amanda Jackson,1.81,70,female
Elizabeth Lee,1.73,72,female
Jessica Baker,1.72,83,female
Patricia Lewis,1.56,63,female
Mary Allen,1.69,90,female
Daniel Smith,1.65,69,male
Donna Baker,1.53,83,female
Brian Wright,1.73,95,male
Nancy Brown,1.63,104,female
Mary Jackson,1.55,62,female
Amanda Garcia,1.83,67,female
Robert Harris,1.63,95,male
Mary Adams,1.81,56,female
Carol Jones,1.85,80,female
Sarah Anderson,1.75,102,female
Dorothy Harris,1.6,93,female
Ashley Martinez,1.72,86,female
Mark Jones,1.63,80,male
Donna Harris,1.85,72,female
Richard Campbell,1.82,88,male
Thomas Hernandez,1.94,52,male
Deborah Torres,1.77,88,female
Andrew Wright,1.8,78,male
Elizabeth Williams,1.7,98,female
Deborah Green,1.62,95,female
John Taylor,1.87,56,male
Betty Miller,1.61,78,female
Donald Thomas,1.57,50,male
Lisa Rivera,1.75,57,female
Mark Nguyen,1.9,106,male
Amanda Scott,1.65,107,female
Robert Rivera,1.51,57,male
Nancy Allen,1.59,85,female
Christopher Harris,1.75,95,male
Robert Mitchell,1.88,60,male
Anthony Garcia,1.79,83,male
Michael Wilson,1.89,54,male
Donald Lee,1.87,85,male
Emily Davis,1.65,86,female
Joshua Lopez,1.65,108,male
Joseph Carter,1.92,109,male
Elizabeth Wilson,1.52,49,female
Patricia Gonzalez,1.7,51,female
Carol Jones,1.71,71,female
Edward Brown,1.61,55,male
Linda Nelson,1.69,107,female
Elizabeth Sanchez,1.83,72,female
Charles Carter,1.74,79,male
Betty Anderson,1.51,48,female
Patricia Thompson,1.74,102,female
Mary Allen,1.77,100,female
Melissa Wright,1.74,99,female
Paul Roberts,1.86,101,male
Karen Carter,1.89,97,female
Jennifer Thomas,1.51,88,female
Emily Hernandez,1.8,46,female
Christopher Rodriguez,1.86,99,male
Michelle Wilson,1.67,83,female
Emily Carter,1.59,60,female
Elizabeth Lee,1.54,56,female
Kimberly Rivera,1.52,46,female
Mary Smith,1.57,49,female
Kevin Adams,1.5,56,male
Anthony Ramirez,1.55,48,male
Betty Lewis,1.91,77,female
Betty Sanchez,1.93,108,female
Melissa Robinson,1.94,104,female
Susan Campbell,1.61,47,female
Anthony Adams,1.78,77,male
Richard Hill,1.51,91,male
Emily Garcia,1.62,103,female
Jessica Baker,1.85,97,female
Edward Carter,1.62,81,male
Nancy Thomas,1.62,70,female
Andrew Miller,1.73,48,male
Sandra Flores,1.68,70,female
Paul Carter,1.84,53,male
Kimberly Sanchez,1.62,69,female
Michelle Brown,1.57,92,female
James Wright,1.75,53,male
Thomas Hernandez,1.59,61,male
Michael Roberts,1.72,102,male
Karen Martinez,1.72,90,female
Mary Martin,1.65,105,female
Mary Torres,1.67,59,female
Patricia Rivera,1.79,99,female
Patricia Baker,1.93,102,female
Mary Walker,1.89,104,female
Ashley Robinson,1.86,93,female
Jessica Sanchez,1.87,62,female
Richard Johnson,1.89,48,male
Sandra Rivera,1.56,53,female
Emily Taylor,1.81,89,female
Dorothy Williams,1.56,83,female
Edward Hill,1.5,91,male
Patricia Smith,1.82,60,female
Andrew Roberts,1.78,88,male
Donald Walker,1.91,48,male
Dorothy Ramirez,1.74,75,female
Robert Jones,1.7,88,male
Emily Hill,1.53,94,female
Jessica Wilson,1.88,95,female
David Anderson,1.7,84,male
Linda Mitchell,1.65,100,female
Christopher Mitchell,1.72,86,male
Kevin Nelson,1.64,51,male
Richard Carter,1.51,71,male
Joshua Gonzalez,1.55,70,male
Steven Campbell,1.5,106,male
Paul Mitchell,1.64,102,male
Robert Adams,1.59,93,male
Jessica Thompson,1.59,67,female
Christopher Wilson,1.87,50,male
Jessica Hill,1.71,69,female
Kimberly Baker,1.87,93,female
George Martinez,1.9,64,male
Steven Flores,1.63,62,male
Donna Martin,1.57,59,female
Karen Miller,1.5,75,female
Joshua Nguyen,1.65,68,male
Donald Flores,1.59,104,male
Sarah Wright,1.69,61,female
Margaret Nelson,1.72,106,female
George Robinson,1.86,66,male
Michael Davis,1.51,55,male
Barbara Gonzalez,1.8,85,female
Anthony Adams,1.73,89,male
Charles Taylor,1.93,74,male
David Miller,1.61,96,male
Michelle Mitchell,1.63,64,female
Christopher Garcia,1.62,80,male
Andrew Ramirez,1.89,105,male
Margaret Walker,1.77,65,female
Christopher Hill,1.58,96,male
Michael Brown,1.5,96,male
Joshua Lopez,1.64,109,male
Mary Martinez,1.92,60,female
Mary Harris,1.64,79,female
Paul Rodriguez,1.89,86,male
Mary Scott,1.82,91,female
Edward Allen,1.57,59,male
Kenneth Hill,1.94,106,male
Daniel Young,1.7,102,male
Sarah Ramirez,1.88,107,female
Michelle Garcia,1.58,109,female
Karen Robinson,1.72,84,female
Brian Roberts,1.68,76,male
John Gonzalez,1.74,67,male
Michael Jackson,1.75,83,male
Donald Rivera,1.61,75,male
Emily Sanchez,1.85,59,female
Deborah Martinez,1.6,95,female
Jennifer Martinez,1.62,97,female
Edward Jackson,1.63,88,male
Anthony Taylor,1.81,68,male
Christopher White,1.5,99,male
Patricia Nelson,1.78,108,female
Joseph Robinson,1.66,80,male
Ashley Roberts,1.77,86,female
Mary Johnson,1.5,89,female
Kevin Hall,1.82,77,male
Richard Walker,1.87,50,male
Elizabeth Martinez,1.6,61,female
Sandra Thompson,1.82,106,female
Anthony Scott,1.5,91,male
Margaret Allen,1.56,67,female
Sarah Nguyen,1.75,77,female
Joseph White,1.82,108,male
Thomas Flores,1.64,48,male
Jennifer Williams,1.84,83,female
Charles Garcia,1.93,87,male
Thomas Adams,1.63,45,male
David Harris,1.67,73,male
John Scott,1.84,57,male
Ashley Lopez,1.92,93,female
Donald Smith,1.71,84,male
John Martinez,1.55,100,male
Andrew Hall,1.84,94,male
William Hall,1.58,64,male
Linda Garcia,1.91,100,female
Linda Brown,1.76,70,female
Carol Martin,1.51,59,female
Richard Brown,1.78,75,male
Jennifer Campbell,1.75,88,female
Steven Nguyen,1.9,101,male
Charles Flores,1.65,101,male
Kimberly Allen,1.74,64,female
Joseph Lee,1.89,72,male
Paul Davis,1.51,80,male
Betty Rivera,1.58,45,female
Carol Lee,1.83,99,female
Patricia Thompson,1.67,96,female
Jessica Carter,1.62,64,female
Kevin Torres,1.9,69,male
Jennifer Nguyen,1.94,105,female
Nancy Ramirez,1.7,61,female
Margaret Smith,1.86,93,female
Sandra Mitchell,1.6,100,female
Charles Brown,1.65,82,male
Paul Torres,1.69,99,male
Betty Roberts,1.51,52,female
Donald Mitchell,1.71,63,male
Donald Lewis,1.66,65,male
Nancy Clark,1.86,53,female
Anthony Rodriguez,1.85,66,male
Matthew Thomas,1.67,63,male
Charles Flores,1.9,62,male
Lisa Thomas,1.73,107,female
Donna Williams,1.77,46,female
Edward Adams,1.53,63,male
Emily Young,1.84,53,female
Kevin Thomas,1.78,104,male
Kimberly Jones,1.6,105,female
Linda Thomas,1.94,87,female
Patricia Hernandez,1.59,83,female
Dorothy Thompson,1.61,107,female
Dorothy Perez,1.54,92,female
Anthony Gonzalez,1.52,93,male
Robert King,1.9,45,male
Joshua Lewis,1.53,104,male
Karen Gonzalez,1.61,47,female
Donna Williams,1.77,46,female
Donna Rodriguez,1.58,48,female
Andrew Wright,1.59,67,male
Barbara Martinez,1.73,105,female
Joshua Martinez,1.77,99,male
Margaret Hall,1.51,66,female
Nancy Miller,1.82,107,female
Christopher Ramirez,1.7,66,male
Anthony Clark,1.62,61,male
Daniel Ramirez,1.86,61,male
Susan Wright,1.72,62,female
David Hill,1.53,61,male
Michelle Williams,1.8,66,female
Daniel Sanchez,1.52,62,male
James Baker,1.77,55,male
Margaret Green,1.68,61,female
Sarah Rivera,1.9,56,female
Amanda Martinez,1.52,95,female
John Robinson,1.74,54,male
James Wright,1.78,105,male
Andrew Robinson,1.73,46,male
Margaret Garcia,1.76,66,female
Kimberly Clark,1.71,105,female
Christopher Young,1.75,99,male
Kimberly Smith,1.78,70,female
Jennifer Rivera,1.58,53,female
Joseph Wilson,1.77,68,male
Elizabeth Thomas,1.7,68,female
Carol Clark,1.82,84,female
Mary Carter,1.71,87,female
Melissa Thomas,1.63,63,female
